"transactionid","timestampsec","customerid","item","description","retail_price"
"112883","2016-12-13 10:22:09","300000074","8864799421","Valance","31.8"
"112882","2016-12-13 10:21:21","100000628","5480721202","Shirt","67.83"
"112881","2016-12-13 10:20:18","300000736","9195451761","Hand Towel","51.66"
"112880","2016-12-13 10:20:12","100000028","6661671897","Swimwear","50.83"
"112879","2016-12-13 10:19:59","100000175","3795753080","Jeans","38.1"
"112878","2016-12-13 10:16:58","200000417","5608950888","Suit & 2 pc Dress","112.35"
"112877","2016-12-13 10:15:13","100000695","3750666773","Waterbed Sheet","79.8"
"112876","2016-12-13 10:12:43","300000411","5310615417","Tie","41.79"
"112875","2016-12-13 10:09:10","100000248","8713824671","Infant 2 Piece Set","48.6"
"112874","2016-12-13 10:08:21","100000231","3123824581","Sweatpants","43.89"
"112873","2016-12-13 10:05:25","100000858","6660530324","Washcloth","35.14"
"112872","2016-12-13 10:04:46","200000414","6228611532","Valance","47.76"
"112871","2016-12-13 10:04:09","100000122","6988128169","Handbag","25.44"
"112870","2016-12-13 10:02:38","100000197","2782517448","Belt","45.77"
"112869","2016-12-13 10:02:07","100000061","3305177499","Coveralls (long sleeve)","95.88"
"112868","2016-12-13 10:01:58","100000093","1893735141","Socks","115.5"
"112867","2016-12-13 10:00:39","200000072","2963300774","Sweatshirt","75.81"
"112866","2016-12-13 10:00:17","100000209","3305177499","Coveralls (long sleeve)","95.88"
"112865","2016-12-13 10:00:06","100000383","2557931901","Short Gown","47.76"
"112864","2016-12-13 09:57:55","300000021","3305177499","Coveralls (long sleeve)","95.88"
"112863","2016-12-13 09:56:47","200000071","8624682735","Coat","77.77"
"112862","2016-12-13 09:56:40","100000087","8864799421","Valance","31.8"
"112861","2016-12-13 09:55:51","100000143","9730446421","Blazer","103.3"
"112860","2016-12-13 09:55:37","100000477","7425260271","Mattress Cover","35.44"
"112859","2016-12-13 09:53:04","100000890","3126356136","Formal Dress","99.9"
"112858","2016-12-13 09:51:40","200000462","4574639519","Jeans","14.5"
"112857","2016-12-13 09:46:35","200000033","7010679527","Blanket","63.84"
"112856","2016-12-13 09:44:51","200000506","9730446421","Blazer","103.3"
"112855","2016-12-13 09:42:25","100000291","6991736764","Pillow Sham","19.8"
"112854","2016-12-13 09:41:25","100000568","2113413915","Shorts","59.33"
"112853","2016-12-13 09:41:11","200000700","8864799421","Valance","31.8"
"112852","2016-12-13 09:40:52","100000134","3305177499","Coveralls (long sleeve)","95.88"
"112851","2016-12-13 09:33:41","300000468","6548962456","Dust Ruffle","65.79"
"112850","2016-12-13 09:33:37","200000903","7841340144","Shirt","29.4"
"112849","2016-12-13 09:33:10","100000011","6511971572","Sleeping Bag","47.88"
"112848","2016-12-13 09:32:46","300000815","5127562193","Robe","95.76"
"112847","2016-12-13 09:32:03","100000871","4391642886","Men's Pajama Set","83.79"
"112846","2016-12-13 09:28:26","100000860","1319286996","Gowns/Pajamas","47.43"
"112845","2016-12-13 09:25:00","100000034","2524845521","Gown & Robe Set","105.6"
"112844","2016-12-13 09:23:59","100000313","7270957383","Scarf","29.85"
"112843","2016-12-13 09:22:36","100000308","2491559336","Jeans","104.79"
"112842","2016-12-13 09:19:08","200000506","9538578209","Dress","87.36"
"112841","2016-12-13 09:17:40","100000724","8713824671","Infant 2 Piece Set","48.6"
"112840","2016-12-13 09:16:54","100000327","9166887914","Sweater","95.76"
"112839","2016-12-13 09:16:27","200000833","1489444777","Short Gown","131.12"
"112838","2016-12-13 09:15:57","200000040","6182400847","Blazer","26.88"
"112837","2016-12-13 09:15:40","100000309","7270957383","Scarf","29.85"
"112836","2016-12-13 09:14:51","200000801","4327321762","Dress","69.75"
"112835","2016-12-13 09:14:12","200000017","4327321762","Dress","69.75"
"112834","2016-12-13 09:13:10","100000249","6182617964","Long Gown","97.11"
"112833","2016-12-13 09:12:20","400000450","6648383061","Long Slip","27.86"
"112832","2016-12-13 09:12:03","200000438","3305177499","Coveralls (long sleeve)","95.88"
"112831","2016-12-13 09:06:11","100000723","5187883584","Dish Towel","49.5"
"112830","2016-12-13 09:06:07","300000530","3390230025","Top","33.48"
"112829","2016-12-13 09:05:35","200000105","5997626126","Coat/Jacket","39.55"
"112828","2016-12-13 09:01:24","100000445","5857761910","Gowns/Pajamas","28.14"
"112827","2016-12-13 09:00:58","300000768","4584868492","T-shirt","61.38"
"112826","2016-12-13 08:59:39","100000827","7833392032","Skirt","55.86"
"112825","2016-12-13 08:54:34","100000707","2178891798","Hand Towel","18.17"
"112824","2016-12-13 08:54:27","300000073","8586814459","Gown & Robe Set","65.64"
"112823","2016-12-13 08:51:13","200000631","1303837083","Suit","19.4"
"112822","2016-12-13 08:51:03","100000709","3819369487","Dish Towel","7.84"
"112821","2016-12-13 08:49:00","100000344","5480721202","Shirt","67.83"
"112820","2016-12-13 08:48:03","100000320","6265788387","Commode Cover","58.1"
"112819","2016-12-13 08:47:25","100000341","2491559336","Jeans","104.79"
"112818","2016-12-13 08:42:57","100000235","5145202479","Crib Sheet","9.9"
"112817","2016-12-13 08:38:13","100000680","9280265561","Coat/Jacket","59.85"
"112816","2016-12-13 08:37:43","400000721","3962085980","Sleeper","61.38"
"112815","2016-12-13 08:36:19","200000008","2430071492","Dust Ruffle","41.86"
"112814","2016-12-13 08:32:52","400000513","6917448328","Socks","8.82"
"112813","2016-12-13 08:32:38","100000444","9730446421","Blazer","103.3"
"112812","2016-12-13 08:32:04","200000658","2248992375","Sweater","61.38"
"112811","2016-12-13 08:31:01","100000773","5857761910","Gowns/Pajamas","28.14"
"112810","2016-12-13 08:30:50","100000875","4574639519","Jeans","14.5"
"112809","2016-12-13 08:30:42","100000825","1284609276","Sweater","95.76"
"112808","2016-12-13 08:30:35","100000135","5997626126","Coat/Jacket","39.55"
"112807","2016-12-13 08:29:52","100000294","5187373849","Short Slip","12.87"
"112806","2016-12-13 08:28:58","100000788","9873264896","Hat","10.89"
"112805","2016-12-13 08:28:45","400000115","1303837083","Suit","19.4"
"112804","2016-12-13 08:27:55","100000121","2153011099","Gown & Robe Set","99.8"
"112803","2016-12-13 08:26:47","100000796","1319286996","Gowns/Pajamas","47.43"
"112802","2016-12-13 08:26:31","200000210","2588421965","Commode Cover","15.84"
"112801","2016-12-13 08:25:21","100000156","5509524170","Couch Cover","86.68"
"112800","2016-12-13 08:21:58","200000856","4584868492","T-shirt","61.38"
"112799","2016-12-13 08:18:56","200000537","5857761910","Gowns/Pajamas","28.14"
"112798","2016-12-13 08:18:51","100000707","2248992375","Sweater","61.38"
"112797","2016-12-13 08:17:20","200000210","1625450539","Dress","54.89"
"112796","2016-12-13 08:14:26","100000452","5127562193","Robe","95.76"
"112795","2016-12-13 08:14:13","100000884","9166887914","Sweater","95.76"
"112794","2016-12-13 08:11:42","100000220","8713824671","Infant 2 Piece Set","48.6"
"112793","2016-12-13 08:11:17","100000618","3819369487","Dish Towel","7.84"
"112792","2016-12-13 08:07:48","300000530","4538875409","Couch Cover","79.8"
"112791","2016-12-13 08:07:17","100000656","6962492078","Bath Mat","37.31"
"112790","2016-12-13 08:07:06","100000122","8213207925","Underwear & Boxers","23.76"
"112789","2016-12-13 08:06:44","100000132","8058527540","Jeans","35.91"
"112788","2016-12-13 08:06:21","200000523","2248992375","Sweater","61.38"
"112787","2016-12-13 08:05:50","100000096","3819369487","Dish Towel","7.84"
"112786","2016-12-13 08:04:44","100000181","2782517448","Belt","45.77"
"112785","2016-12-13 08:02:06","200000712","7645689457","Apron","9.48"
"112784","2016-12-13 07:59:31","100000153","8262662751","Suit","109.89"
"112783","2016-12-13 07:58:27","100000273","3890778939","Suit & 2 pc Dress","125.16"
"112782","2016-12-13 07:57:43","400000759","2113413915","Shorts","59.33"
"112781","2016-12-13 07:57:19","200000018","9280265561","Coat/Jacket","59.85"
"112780","2016-12-13 07:56:59","100000292","8624682735","Coat","77.77"
"112779","2016-12-13 07:55:38","300000597","1489444777","Short Gown","131.12"
"112778","2016-12-13 07:54:40","100000224","3123824581","Sweatpants","43.89"
"112777","2016-12-13 07:54:10","100000255","2524845521","Gown & Robe Set","105.6"
"112776","2016-12-13 07:52:41","100000743","3390230025","Top","33.48"
"112775","2016-12-13 07:52:16","100000219","7645888340","Bath Mat","5.6"
"112774","2016-12-13 07:52:14","100000124","5857761910","Gowns/Pajamas","28.14"
"112773","2016-12-13 07:51:40","100000119","5736433915","Mattress Cover","65.78"
"112772","2016-12-13 07:48:46","400000720","5127562193","Robe","95.76"
"112771","2016-12-13 07:48:00","100000304","9313710898","Dish Towel","32.23"
"112770","2016-12-13 07:46:26","100000875","4398051135","Bra","6"
"112769","2016-12-13 07:46:24","100000902","2491559336","Jeans","104.79"
"112768","2016-12-13 07:45:32","100000204","2020397001","Men's Pajama Set","23.1"
"112767","2016-12-13 07:45:04","100000142","3390230025","Top","33.48"
"112766","2016-12-13 07:44:25","200000458","1893735141","Socks","115.5"
"112765","2016-12-13 07:40:49","100000051","2491559336","Jeans","104.79"
"112764","2016-12-13 07:39:09","100000547","2248992375","Sweater","61.38"
"112763","2016-12-13 07:38:46","300000611","4327321762","Dress","69.75"
"112762","2016-12-13 07:38:36","300000074","2240469836","Slippers","35.82"
"112761","2016-12-13 07:38:30","300000731","4398051135","Bra","6"
"112760","2016-12-13 07:38:27","100000322","3819369487","Dish Towel","7.84"
"112759","2016-12-13 07:35:17","100000446","9195451761","Hand Towel","51.66"
"112758","2016-12-13 07:32:21","200000820","7425260271","Mattress Cover","35.44"
"112757","2016-12-13 07:31:39","100000299","9862518267","Socks","10.84"
"112756","2016-12-13 07:30:43","100000421","7270957383","Scarf","29.85"
"112755","2016-12-13 07:27:55","100000042","2020397001","Men's Pajama Set","23.1"
"112754","2016-12-13 07:27:11","400000516","8213207925","Underwear & Boxers","23.76"
"112753","2016-12-13 07:26:38","100000212","8624682735","Coat","77.77"
"112752","2016-12-13 07:25:47","300000652","4574639519","Jeans","14.5"
"112751","2016-12-13 07:23:49","100000604","8213207925","Underwear & Boxers","23.76"
"112750","2016-12-13 07:20:38","300000496","7425260271","Mattress Cover","35.44"
"112749","2016-12-13 07:20:20","200000725","1160651321","Coat","93.9"
"112748","2016-12-13 07:08:38","100000308","4681342313","Sheets","29.9"
"112747","2016-12-13 07:04:52","200000629","2963300774","Sweatshirt","75.81"
"112746","2016-12-13 06:59:48","200000483","2248992375","Sweater","61.38"
"112745","2016-12-13 06:59:09","100000078","2240469836","Slippers","35.82"
"112744","2016-12-13 06:58:18","100000226","5050067655","Bottoms","66.96"
"112743","2016-12-13 06:57:38","100000919","5127562193","Robe","95.76"
"112742","2016-12-13 06:57:31","100000284","3256419181","Short Slip","102"
"112741","2016-12-13 06:53:02","200000629","1625450539","Dress","54.89"
"112740","2016-12-13 06:52:56","100000576","4934584980","Nylon Pants","55.86"
"112739","2016-12-13 06:52:02","200000941","7425260271","Mattress Cover","35.44"
"112738","2016-12-13 06:48:37","100000038","3126356136","Formal Dress","99.9"
"112737","2016-12-13 06:47:53","100000234","6182617964","Long Gown","97.11"
"112736","2016-12-13 06:47:03","200000339","8624682735","Coat","77.77"
"112735","2016-12-13 06:46:08","200000101","4327321762","Dress","69.75"
"112734","2016-12-13 06:45:34","100000868","3495221948","Suit & 2 pc Dress","38.12"
"112733","2016-12-13 06:41:37","200000072","2557931901","Short Gown","47.76"
"112732","2016-12-13 06:36:38","100000313","2524845521","Gown & Robe Set","105.6"
"112731","2016-12-13 06:32:05","200000728","8058527540","Jeans","35.91"
"112730","2016-12-13 06:31:18","100000327","7833392032","Skirt","55.86"
"112729","2016-12-13 06:31:14","100000311","6511971572","Sleeping Bag","47.88"
"112728","2016-12-13 06:28:20","200000904","1489444777","Short Gown","131.12"
"112727","2016-12-13 06:26:30","200000480","8586814459","Gown & Robe Set","65.64"
"112726","2016-12-13 06:25:31","100000519","4681342313","Sheets","29.9"
"112725","2016-12-13 06:25:12","100000240","1160651321","Coat","93.9"
"112724","2016-12-13 06:24:44","100000231","9916068026","Gowns/Pajamas","118.14"
"112723","2016-12-13 06:24:37","200000672","2113413915","Shorts","59.33"
"112722","2016-12-13 06:24:04","100000695","6648383061","Long Slip","27.86"
"112721","2016-12-13 06:20:55","100000170","8586814459","Gown & Robe Set","65.64"
"112720","2016-12-13 06:20:14","200000493","5127562193","Robe","95.76"
"112719","2016-12-13 06:16:54","200000582","3256419181","Short Slip","102"
"112718","2016-12-13 06:16:24","100000001","2363094138","Short Overalls","71.82"
"112717","2016-12-13 06:15:48","100000746","1625450539","Dress","54.89"
"112716","2016-12-13 06:14:58","100000872","2876522496","Jacket","99.8"
"112715","2016-12-13 06:13:35","100000247","5736433915","Mattress Cover","65.78"
"112714","2016-12-13 06:12:14","200000586","1737807900","Tie","68.64"
"112713","2016-12-13 06:09:28","100000060","4327321762","Dress","69.75"
"112712","2016-12-13 06:09:14","300000079","2695940506","Sweater","59.4"
"112711","2016-12-13 06:08:30","100000831","6228611532","Valance","47.76"
"112710","2016-12-13 06:05:05","100000225","1160651321","Coat","93.9"
"112709","2016-12-13 06:04:14","100000255","6917448328","Socks","8.82"
"112708","2016-12-13 06:04:07","300000552","5187883584","Dish Towel","49.5"
"112707","2016-12-13 06:00:37","100000454","4622769035","Short Gown","78"
"112706","2016-12-13 05:57:44","200000110","9862518267","Socks","10.84"
"112705","2016-12-13 05:57:36","100000760","6228611532","Valance","47.76"
"112704","2016-12-13 05:57:26","200000887","4327321762","Dress","69.75"
"112703","2016-12-13 05:57:22","100000063","8058527540","Jeans","35.91"
"112702","2016-12-13 05:54:09","100000279","1082405301","Blazer","119.76"
"112701","2016-12-13 05:48:55","400000513","1039854547","Coat","135.83"
"112700","2016-12-13 05:48:55","400000396","1039854547","Coat","135.83"
"112699","2016-12-13 05:47:03","100000797","3256419181","Short Slip","102"
"112698","2016-12-13 05:46:09","100000840","4538875409","Couch Cover","79.8"
"112697","2016-12-13 05:44:38","100000221","2363094138","Short Overalls","71.82"
"112696","2016-12-13 05:41:14","100000212","5997626126","Coat/Jacket","39.55"
"112695","2016-12-13 05:38:27","100000928","3405268556","Handbag","114.77"
"112694","2016-12-13 05:37:41","300000594","2363094138","Short Overalls","71.82"
"112693","2016-12-13 05:37:14","100000877","2588421965","Commode Cover","15.84"
"112692","2016-12-13 05:35:59","200000024","8438262686","Robe","29.88"
"112691","2016-12-13 05:35:21","100000199","2248992375","Sweater","61.38"
"112690","2016-12-13 05:34:53","100000174","4924918902","T-shirt","62.79"
"112689","2016-12-13 05:34:19","100000237","6265788387","Commode Cover","58.1"
"112688","2016-12-13 05:31:18","200000481","2430071492","Dust Ruffle","41.86"
"112687","2016-12-13 05:31:08","400000419","6182400847","Blazer","26.88"
"112686","2016-12-13 05:31:04","400000044","3405268556","Handbag","114.77"
"112685","2016-12-13 05:30:34","400000115","6991736764","Pillow Sham","19.8"
"112684","2016-12-13 05:30:27","200000076","2557931901","Short Gown","47.76"
"112683","2016-12-13 05:28:50","300000688","2491559336","Jeans","104.79"
"112682","2016-12-13 05:27:39","100000028","6697166886","Coat","159.8"
"112681","2016-12-13 05:27:22","100000900","1625450539","Dress","54.89"
"112680","2016-12-13 05:27:17","100000498","3452086694","Bra","38.87"
"112679","2016-12-13 05:24:19","100000145","6182617964","Long Gown","97.11"
"112678","2016-12-13 05:21:37","100000927","6388591017","Baby Quilt","100.68"
"112677","2016-12-13 05:21:09","100000920","3795753080","Jeans","38.1"
"112676","2016-12-13 05:20:43","100000315","8262662751","Suit","109.89"
"112675","2016-12-13 05:19:46","200000018","2491559336","Jeans","104.79"
"112674","2016-12-13 05:19:16","100000345","5857761910","Gowns/Pajamas","28.14"
"112673","2016-12-13 05:17:37","200000505","7010679527","Blanket","63.84"
"112672","2016-12-13 05:17:22","100000566","4327321762","Dress","69.75"
"112671","2016-12-13 05:17:20","200000424","6917448328","Socks","8.82"
"112670","2016-12-13 05:16:37","200000416","3390230025","Top","33.48"
"112669","2016-12-13 05:15:18","100000498","4574639519","Jeans","14.5"
